year	code	question	responses
2018	RECENTMOVE	where were you living just before you moved to your current home in <moveyear>	Was living in the same building, facility, or housing development that I live in now, Was living somewhere in the same neighborhood, town, or city as my current home, In a different town or city within Connecticut, In another U.S. state (please specify), In Puerto Rico, US Virgin Islands, or another U.S. territory, Somewhere outside of the United States, Don't know, Refused
2018	RECENTMOVE	where were you living just before you moved to your current home in <year>	Was living in the same building, facility, or housing development that I live in now, Was living somewhere in the same neighborhood, town, or city as my current home, In a different town or city within <state2>, In another U.S. state (please specify), In Puerto Rico, US Virgin Islands, or another U.S. territory, Somewhere outside of the United States, Don't know, Refused, In Puerto Rico, USVI, or another U.S. territory
2018	RENTMOVEOT		Rent increased at previous home or apartment, Landlord would not fix things at previous home or apartment, To save money, Better quality or larger home, Closer to work or school, Better quality neighborhood or schools, Relocated to a new city, Change in family status (i.e. marriage, divorce, children), Other, Don't know, Refused
2018	RENTMOVEOT	please tell me which of the following reasons contributed to your moving from your previous home in <moveyear>	Rent increased at previous home or apartment, Landlord would not fix things at previous home or apartment, To save money, Better quality or larger home, Closer to work or school, Better quality neighborhood or schools, Relocated to a new city, Change in family status (i.e. marriage, divorce, children), Other, Don't know, Refused
2018	RENTMOVEOT	please tell me which of the following reasons contributed to your moving from your previous home in <year>	Rent increased at previous home or apartment, Landlord would not fix things at previous home or apartment, To save money, Better quality or larger home, Closer to work or school, Better quality neighborhood or schools, Relocated to a new city, Change in family status (i.e. marriage, divorce, children), Other, Don't know, Refused
2018	RENTPREVST	did you own your previous home that you moved from in <moveyear>	No, Yes and I still own that home, Yes and I sold that home, Other, Don't know, Refused
2018	RENTPREVST	did you own your previous home that you moved from in <year>	No, Yes and I still own that home, Yes and I sold that home, Other, Don't know, Refused
2018	SOCI1	the next two questions are about sexual orientation and gender identity which of the following best represents how you think of yourself	Lesbian or Gay, Straight, that is, not gay, Bisexual, Something else, I don't know the answer, Refused
2018	SOMECOLLEG	which of the following are reasons why you did not complete your college degree	Too expensive, Child care responsibilities, Supported or cared for parents or siblings, Needed to earn money, Wanted to work, Simply was not interested in college, Did not think benefits of attending college were worth the cost, Low grades, Other, Don't know, Refused
2018	TRANSG2	why do you feel that your primary health care provider does provide transgender inclusive health care	Has knowledge on transgender related health care needs, Comfortable with patients who identify as transgender, Addresses my transgender specific health care needs, not only other medical needs, Office policies and forms are transgender inclusive, Office is a welcoming environment for transgender patients, Other, Don't know, Refused
2018	TRANSG3	why do you feel that your primary health care provider does not provide transgender inclusive health care	Not enough knowledge on transgender related health care needs, Not comfortable with patients who identify as transgender, Does not address my transgender specific health care needs, only other medical needs, Office policies and forms are not transgender inclusive, Office does not provide a welcoming environment for transgender patients, Other, Don't know, Refused
2020	ALCOHOL	considering all types of alcoholic beverages how many times during the past 30 days did you have <4 if female5 if male> or more drinks on an occasion	None, One to five, Six to ten, More than ten, Don't know, Refused
2020	BMI	bmi	Underweight, Normal weight, Overweight, Obese
2020	CVB1	how often do you leave your home to go to work	Never at all, Not very often, Somewhat often, Very often, Don't know, Refused
2020	CVB2	how concerned are you about exposing yourself or members of your household to the coronavirus after being exposed at work	Very concerned, Somewhat concerned, Not very concerned, Not at all concerned, Don't know, Refused
2020	CVB3	do you think your employer has done enough to ensure employees are safe where you work or have they not done enough	Done enough, Not done enough, Don't know, Refused
2020	CVB4	when leaving your home how often are you wearing a mask never at all not very often somewhat often or very often	Never at all, Not very often, Somewhat often, Very often, Don't know, Refused
2020	CVB7	how confident are you that you and your family can get the care you need if you contract covid19	Very confident, Somewhat confident, Not very confident, Not at all confident, Don't know, Refused
2020	CVI2	since february 2020 have you or any other adult in your household lost your job or gotten laid off	Yes, No, Don't know, Refused
2020	CVI6A	and was that you a family member or both you and a family member who skipped or postponed medical or dental care	You, A family member, Both you and a family member, Refused
2020	CVI7A	you were tested	Never, Once, Several times, Don't know, Refused
2020	CVI7B	you tried to get a test but could not	Never, Once, Several times, Don't know, Refused
2020	CVI7C	you did not seek out a test but would have liked to get one	Never, Once, Several times, Don't know, Refused
2020	CVI7D	what was the main reason for not getting the covid19 test that you wanted or needed	Cost, Insurance wouldn't cover it, Could not get appointment or find a testing site that was open, Couldn't get doctor's order, Too busy/Didn't have time, Not urgent enough, No symptoms, No transportation/Didn't have a way to get there, Fear due to immigration status, Caregiving responsibilities kept me from being able to, Some other reason, Don't know
2020	CVI9A	been subject to slurs or jokes	Never, Once, Several times, Don't know, Refused
2020	CVI9A1	what do you think were the reasons for your experience	Your Ancestry or National Origins, Your Gender, Your Race, Your Age, Your Religion, Your Height, Your Weight, Some other Aspect of Your Physical Appearance, Your Sexual Orientation, Your Education or Income Level, A physical disability, Something else, Don't know, Refused
2020	CVI9B	you worried that other people might be suspicious of you if you wear a mask covering when in stores or businesses	Never, Once, Several times, Don't know, Refused
2020	CVI9B1	what do you think were the reasons for your experience	Your Ancestry or National Origins, Your Gender, Your Race, Your Age, Your Religion, Your Height, Your Weight, Some other Aspect of Your Physical Appearance, Your Sexual Orientation, Your Education or Income Level, A physical disability, Something else, Don't know, Refused
2020	Q11	do you own your home rent or something else	I own my home, I rent my home, I live with family or friends who own, I live with family or friends who rent, Vol: I live in a Retirement Community/Senior Care, Other, Refused
2020	Q19	the next set of questions are about your health how would you rate your overall health would you say your health is excellent very good good fair or poor	Excellent, Very good, Good, Fair, Poor, Don't know, Refused
2020	Q20	overall how satisfied are you with your life nowadays	Not at all satisfied, Only a little bit satisfied, Somewhat satisfied, Mostly satisfied, Completely satisfied, Don't know, Refused
2020	Q21	overall how happy did you feel yesterday	Not at all, Only a little bit, Somewhat, Mostly, Completely, Don't know, Refused
2020	Q22	overall how anxious did you feel yesterday	Not at all, Only a little bit, Somewhat, Mostly, Completely, Don't know, Refused
2020	Q27	what type of health insurance do you have	Insurance obtained through a current or former employer or union, Insurance purchased directly from an insurance company, Medicare, Medicaid, Medical Assistance, HUSKY or any kind of government-assistance plan, State Health Insurance Exchange such as Access Health CT or NY State of Health, Any other type of health insurance plan, Don't know, Refused
2020	Q35	when was the last time you were seen by a dentist was it	Within the last 6 months, More than 6 months but less than a year, More than a year but less than two years, More than two years ago, Never have gone to a dentist, Don't know, Refused
2020	Q37_1	how often do you get the social and emotional support you need	Always, Usually, Sometimes, Rarely, Never, Don't know, Refused
2020	Q37_2	little interest or pleasure in doing things	Not at all, Several days, More than half the days, Nearly every day, Don't know, Refused
2020	Q37_3	feeling down depressed or hopeless	Not at all, Several days, More than half the days, Nearly every day, Don't know, Refused
2020	Q38	in an average week how many days per week do you exercise	None, One, Two, Three, Four, Five, Six, Seven, Don't know, Refused
2020	Q39	have you smoked at least 100 cigarettes in your entire life	Yes, No, Don't know, Refused
2020	Q40	do you currently smoke cigarettes every day some days or not at all	Every day, Some days, Not at all, Don't know, Refused
2020	Q43	during the past 30 days on how many days did you use these	None, One to five, Six to twenty-nine, Everyday, Don't know, Refused
2020	Q44	on another topic how well would you say you are managing financially these days would you say you are	Living comfortably, Doing alright, Just getting by, Finding it difficult, Finding it very difficult, Don't know, Refused
2020	Q47	have you had a paid job in the last 30 days	Yes, No, but would like to work, No, retired, No, homemaker, No, full time student, No, disabled, No, other, Refused
2020	Q49	during this time has your job been full time or part time	Full time, Part time, Other, Refused
2020	Q50	are you working parttime by choice or would you rather have a fulltime job	By choice, Rather have a full time job, Refused
2020	Q57	now tell us more about yourself what is your marital status	Single, never married, Married or civil union, Living with partner, Separated, Divorced, Widowed, Refused
2020	Q58	how many children under the age of 18 are living in your household	No, Yes, Refused
2020	Q60	what is the number of adults 18 and older living in the household	One, Two, Three, Four or more, Refused
2020	Q63	how often did this happen almost every month some months but not every month or in only 1 or 2 months	Almost every month, Some months but not every month, Only 1 or 2 months, Don't know, Refused
2020	Q9	do you have access to a car when you need it would you say you have access	Very often, Fairly often, Sometimes, Almost never, Never at all, Don't know, Refused
2020	TRUSTA	how much trust do you have in each of the following to look out for the best interests of you and your family would you say a great deal a fair amount not very much or none at all the federal government	A great deal, A fair amount, Not very much, None at all, Don't know, Refused
2020	TRUSTB	how much trust do you have in each of the following to look out for the best interests of you and your family would you say a great deal a fair amount not very much or none at all state government	A great deal, A fair amount, Not very much, None at all, Don't know, Refused
2020	TRUSTC	how much trust do you have in each of the following to look out for the best interests of you and your family would you say a great deal a fair amount not very much or none at all local government	A great deal, A fair amount, Not very much, None at all, Don't know, Refused
2020	TRUSTD	how much trust do you have in each of the following to look out for the best interests of you and your family would you say a great deal a fair amount not very much or none at all local health officials and healthcare workers	A great deal, A fair amount, Not very much, None at all, Don't know, Refused
2020	TRUSTE	how much trust do you have in each of the following to look out for the best interests of you and your family would you say a great deal a fair amount not very much or none at all local police and law enforcement	A great deal, A fair amount, Not very much, None at all, Don't know, Refused
2021	ALCOHOL	considering all types of alcoholic beverages how many times during the past 30 days did you have 45 or more drinks on an occasion	None, One to five, Six to ten, More than ten, Don't know, Refused
2021	ALCR	considering all types of alcoholic beverages how many times during the past 30 days did you have 45 or more drinks on an occasion	None, One to five, Six to ten, More than ten, Don't know, Refused
2021	BMIR	bmi	Underweight, Normal weight, Overweight, Obese
2021	CVAX10	how concerned are you if at all that you wont be able to get the vaccine from a place you trust are you	Very concerned, Somewhat concerned, Not too concerned, Not at all concerned, Don't know, Refused
2021	CVAX11	how concerned are you if at all that you might need to miss work if the side effects of the vaccine make you feel sick for a day or more are you	Very concerned, Somewhat concerned, Not too concerned, Not at all concerned, Don't know, Refused
2021	CVAX12	how concerned are you if at all that you might experience serious side effects from the second dose of the covid19 vaccine are you	Very concerned, Somewhat concerned, Not too concerned, Not at all concerned, Don't know, Refused
2021	CVAX13	how concerned are you if at all that you might need to take time off work to get the second dose of the covid19 vaccine are you	Very concerned, Somewhat concerned, Not too concerned, Not at all concerned, Don't know, Refused
2021	CVAX14	how concerned are you if at all that it will be difficult for you to travel to a vaccination site to get the second dose of the covid19 vaccine are you	Very concerned, Somewhat concerned, Not too concerned, Not at all concerned, Don't know, Refused
2021	CVAX15	how concerned are you if at all that you might need to miss work if the side effects of the second dose of the covid19 vaccine make you feel sick for a day or more are you	Very concerned, Somewhat concerned, Not too concerned, Not at all concerned, Don't know, Refused
2021	CVAX2	did you receive a singledose vaccine the first of two doses or have you gotten both doses of a twodose vaccine	Single-dose vaccine, First of two doses, Both doses of two-dose vaccine, Refused
2021	CVAX3	do you think you will	Get the vaccine as soon as you can, Wait until it has been available for a while to see how it is working for other people, Only get the vaccine if required to do so for work, school, or other activities, Definitely not get the vaccine, Don't know, Refused
2021	CVAX5	how concerned are you if at all that you might get covid19 from the vaccine are you	Very concerned, Somewhat concerned, Not too concerned, Not at all concerned, Don't know, Refused
2021	CVAX6	how concerned are you if at all that you might experience serious side effects from the covid19 vaccine are you	Very concerned, Somewhat concerned, Not too concerned, Not at all concerned, Don't know, Refused
2021	CVAX7	how concerned are you if at all that you might need to take time off work to go and get the covid vaccine are you	Very concerned, Somewhat concerned, Not too concerned, Not at all concerned, Don't know, Refused
2021	CVAX8	how concerned are you if at all that you might have to pay out of pocket to get the covid19 vaccine are you	Very concerned, Somewhat concerned, Not too concerned, Not at all concerned, Don't know, Refused
2021	CVAX9	how concerned are you if at all that it will be difficult for you to travel to a vaccination site to get the covid19 vaccine are you	Very concerned, Somewhat concerned, Not too concerned, Not at all concerned, Don't know, Refused
2021	CVB4	when leaving your home how often are you wearing a mask never at all not very often somewhat often or very often	Never at all, Not very often, Somewhat often, Very often, Don't know, Refused
2021	CVI2	since february 2020 have you or any other adult in your household lost your job or gotten laid off	Yes, No, Don't know, Refused
2021	CVI6_1	is that you another adult in your household or both you and another adult in your household who has used alcohol more often	You, Another adult in household, Both you and another adult in household, Refused
2021	DEBT	suppose you and others in your household were to sell all of your major possessions turn all of your investments and other assets into cash and pay off all of your debts would you have something left over break even or be in debt	Something left over, Break even, Be in debt, Don't know, Refused
2021	DISC1	at any time in your life have you ever been unfairly fired unfairly denied a promotion or raise or not hired for a job for unfair reasons	Yes, No, Don't know, Refused
2021	DISC1_1	how many times did this happen to you during the past 3 years	Once every week or more, A few times every month, A few times every year, A few times in the past 3 years, Once, Never in the past 3 years, Don't know, Refused
2021	DISC1_2	what do you think is the main reason for these experiences	Your Ancestry or National Origins, Your Gender, Your Race, Your Age, Your Religion, Your Height, Your Weight, Some other Aspect of Your Physical Appearance, Your Sexual Orientation, Your Education or Income Level, A physical disability, Don't know, Refused
2021	DISC2_1	how many times did this happen to you during the past 3 years	Once every week or more, A few times every month, A few times every year, A few times in the past 3 years, Once, Never in the past 3 years, Don't know, Refused
2021	DISC2_2	what do you think is the main reason for these experiences	Your Ancestry or National Origins, Your Gender, Your Race, Your Age, Your Religion, Your Height, Your Weight, Some other Aspect of Your Physical Appearance, Your Sexual Orientation, Your Education or Income Level, A physical disability, Don't know, Refused
2021	DISC2_3	when this happened during the past 3 years where did this happen	In a car, Walking or biking along a street, At a bus stop, Inside a bus, At a public park, Inside a house or apartment, Inside a store, Someplace else, Don't know, Refused
2021	DISC5_1	how many times did this happen to you during the past 3 years	Once every week or more, A few times every month, A few times every year, A few times in the past 3 years, Once, Never in the past 3 years, Don't know, Refused
2021	DISC5_2	what do you think is the main reason for these experiences	Your Ancestry or National Origins, Your Gender, Your Race, Your Age, Your Religion, Your Height, Your Weight, Some other Aspect of Your Physical Appearance, Your Sexual Orientation, Your Education or Income Level, A physical disability, Your health insurance status, Don't know, Refused
2021	DISC5_3	when this happened during the past 3 years where did this happen	At a doctor's office or when visiting the doctor, At a hospital or emergency room, At a community health center, At an urgent care center, At a pharmacy, At a dentist, Within a nursing home or other facility, When seeking health insurance coverage (in person or online), Someplace else, Don't know, Refused
2021	FINSIT	how has your financial situation changed in the past 12 months	I'm better off financially than I was 12 months ago, I'm about the same financially as I was 12 months ago, I'm worse financially than I was 12 months ago, Don't know, Refused
2021	GAMB1	in the past 12 months how often have you gambled meaning playing any of the following keno lottery scratch off tickets sports betting dice games cards for money casino games off track betting and daily fantasy sports	Did not play these games in the past 12 months, 1 to 4 times, Monthly, Weekly, Daily, Don't know, Refused
2021	JAIL3	have you been held in a jail or prison once or more than once	Once, More than once, Refused
2021	LAD1	please imagine a ladder with steps numbered from zero at the bottom to 10 at the top the top of the ladder represents the best possible life for you and the bottom of the ladder represents the worst possible life for you on which step of the ladder would you say you personally feel you stand at this time	Top - best possible life for you, 9, 8, 7, 6, 5, 4, 3, 2, 1, Bottom - worst possible life for you, Refused
2021	LAD2	on which step do you think you will stand about five years from now	Top - best possible life for you, 9, 8, 7, 6, 5, 4, 3, 2, 1, Bottom - worst possible life for you, Refused
2021	LIFECA	graduate from high school	Almost certain, Very likely, A toss up, Not very likely, Not at all likely, Don't know, Refused
2021	LIFECB	get a job with opportunities for advancement	Almost certain, Very likely, A toss up, Not very likely, Not at all likely, Don't know, Refused
2021	LIFECC	be in a gang	Almost certain, Very likely, A toss up, Not very likely, Not at all likely, Don't know, Refused
2021	LIFECD	abuse drugs or alcohol	Almost certain, Very likely, A toss up, Not very likely, Not at all likely, Don't know, Refused
2021	LIFECF	get arrested for a felony	Almost certain, Very likely, A toss up, Not very likely, Not at all likely, Don't know, Refused
2021	OP2_1	who do you know that has struggled with this at any point during the past 3 years is it	Yourself, A family member, A close friend, An acquaintance, Don't know, Refused
2021	PARTY	in politics today do you consider yourself a	Republican, Democrat, Independent, Other, Refused
2021	PARTY2	do you lean more towards the	the Republican Party, the Democratic Party, Just Independent/Don't lean to either party, Other party, Refused
2021	POT1R	during the past 30 days on how many days did you use marijuana or cannabis	None, One to five, Six to ten, More than ten, Don't know, Refused
2021	POT2	when you used marijuana or cannabis during the past 30 days was it usually	For medical reasons (like to treat or decrease symptoms of a health condition), For nonmedical reasons (like to have fun or fit in), For both medical and nonmedical reasons, Don't know, Refused
2021	Q11	do you own your home rent or something else	I own my home, I rent my home, I live with family or friends who own, I live with family or friends who rent, Vol: I live in a Retirement Community/Senior Care, Other, Refused
2021	Q12		Owned free and clear, Owned with mortgage/loan, Don't know, Refused
2021	Q14	how likely is it that your household will have to leave this home or apartment within the next two months because of evictionforeclosure	Very likely, Somewhat likely, Not very likely, Not likely at all, Don't know, Refused, Calculated rate: Percent of all adults very or somewhat likely to leave home/apt in 2 months because of eviction/foreclosure
2021	Q17A	many stores banks markets or places to go are within easy walking distance of my home	Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Don't know, Refused
2021	Q17C	there are places to bicycle in or near my neighborhood that are safe from traffic such as on the street or on special lanes separate paths or trails	Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Don't know, Refused
2021	Q17E	my neighborhood has several free or low cost recreation facilities such as parks playgrounds public swimming pools etc	Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Don't know, Refused
2021	Q17F	i do not feel safe to go on walks in my neighborhood at night	Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Don't know, Refused
2021	Q17G	people in this neighborhood can be trusted	Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Don't know, Refused
2021	Q19	the next set of questions are about your health how would you rate your overall health would you say your health is excellent very good good fair or poor	Excellent, Very good, Good, Fair, Poor, Don't know, Refused
2021	Q2	as a place to live is the city or area where you live getting much better getting somewhat better remaining about the same getting somewhat worse or getting much worse	Much better, Somewhat better, About the same, Somewhat worse, Much worse, Don't know, Refused
2021	Q20	overall how satisfied are you with your life nowadays	Not at all satisfied, Only a little bit satisfied, Somewhat satisfied, Mostly satisfied, Completely satisfied, Don't know, Refused
2021	Q21	overall how happy did you feel yesterday	Not at all, Only a little bit, Somewhat, Mostly, Completely, Don't know, Refused
2021	Q22	overall how anxious did you feel yesterday	Not at all, Only a little bit, Somewhat, Mostly, Completely, Don't know, Refused
2021	Q23	overall to what extent do you have the time you need to do things that you really enjoy	Not at all, Only a little bit, Somewhat, Mostly, Completely, Don't know, Refused
2021	Q23C1	a test of a one c measures the average level of blood sugar over the past three months about how many times in the past 12 months has a doctor nurse or other health professional checked you for a one c	None, One, Two, Three, Four, Five or more, Never heard of it, Don't know, Refused
2021	Q23E1	during the past 30 days how often have you used a prescription asthma inhaler during an asthma attack to stop it	Never (no attacks in the last 30 days), Once a week or less, Twice a week, 3 to 6 times a week, Once a day, More than once a day, Don't know, Refused
2021	Q23PL	how strongly do you agree with this statement i lead a purposeful and meaningful life do you strongly agree agree slightly agree neither agree nor disagree slightly disagree disagree or strongly disagree	Strongly agree, Agree, Slightly agree, Neither agree nor disagree, Slightly disagree, Disagree, Strongly disagree, Don't know, Refused
2021	Q27	what type of health insurance do you have	Insurance obtained through a current or former employer or union, Insurance purchased directly from an insurance company, Medicare, Medicaid, Medical Assistance, HUSKY or any kind of government-assistance plan, State Health Insurance Exchange such as Access Health CT or NY State of Health, Any other type of health insurance plan, Don't know, Refused
2021	Q32	do you have one person or place you think of as your personal doctor or health care provider	Yes, No, Don't know, Refused
2021	Q33	is that because you have more than one personal doctor or none at all	More than one, None at all, Don't know, Refused, Calculated rate: Percent of all adults with no medical home
2021	Q34	in the past 12 months how many times did you receive care in a hospital emergency room	None, 1 to 2, 3 or more, Don't know, Refused
2021	Q35	when was the last time you were seen by a dentist was it	Within the last 6 months, More than 6 months but less than a year, More than a year but less than two years, More than two years ago, Never have gone to a dentist, Don't know, Refused
2021	Q37_1	how often do you get the social and emotional support you need	Always, Usually, Sometimes, Rarely, Never, Don't know, Refused
2021	Q37_2	little interest or pleasure in doing things	Not at all, Several days, More than half the days, Nearly every day, Don't know, Refused
2021	Q37_3	feeling down depressed or hopeless	Not at all, Several days, More than half the days, Nearly every day, Don't know, Refused
2021	Q38	in an average week how many days per week do you exercise	None, One, Two, Three, Four, Five, Six, Seven, Don't know, Refused, Calculated rate: Percent of all adults who exercise less than 3 days per week
2021	Q39	have you smoked at least 100 cigarettes in your entire life	Yes, No, Don't know, Refused
2021	Q40	do you currently smoke cigarettes every day some days or not at all	Every day, Some days, Not at all, Don't know, Refused, Calculated rate: Percent of all adults who currently smoke cigarettes
2021	Q43	during the past 30 days on how many days did you use these	None, One to five, Six to twenty-nine, Everyday, Don't know, Refused
2021	Q44	on another topic how well would you say you are managing financially these days would you say you are	Living comfortably, Doing alright, Just getting by, Finding it difficult, Finding it very difficult, Don't know, Refused
2021	Q45_C	will the opportunities of children today to succeed be better than or not as good as those youve had	Better than those you've had, Not as good, Same, Don't know, Refused
2021	Q47	have you had a paid job in the last 30 days	Yes, No, but would like to work, No, retired, No, homemaker, No, full time student, No, disabled, No, other, Refused
2021	Q49	during this time has your job been full time or part time	Full time, Part time, Other, Refused
2021	Q4A	how responsive local government is to the needs of residents	Excellent, Good, Fair, Poor, Don't know enough about it in order to say, Refused
2021	Q4D	the job done by the police to keep residents safe	Excellent, Good, Fair, Poor, Don't know enough about it in order to say, Refused
2021	Q4E	the ability of residents to obtain suitable employment	Excellent, Good, Fair, Poor, Don't know enough about it in order to say, Refused
2021	Q4F	as a place to raise children	Excellent, Good, Fair, Poor, Don't know enough about it in order to say, Refused
2021	Q4G	the condition of public parks and other public recreational facilities	Excellent, Good, Fair, Poor, Don't know enough about it in order to say, Refused
2021	Q4H	the availability of affordable highquality fruits and vegetables	Excellent, Good, Fair, Poor, Don't know enough about it in order to say, Refused
2021	Q50	are you working parttime by choice or would you rather have a fulltime job	By choice, Rather have a full time job, Refused, Calculated rate: Percent of adults in the labor force who are underemployed
2021	Q51	how often do you leave your home to go to work	Never at all, Not very often, Somewhat often, Very often, Don't know, Refused
2021	Q57	now tell us more about yourself what is your marital status	Single, never married, Married or civil union, Living with partner, Separated, Divorced, Widowed, Refused
2021	Q6	how would you describe your ability to influence localgovernment decision making would you say that you have great influence moderate influence a little influence or no influence at all	Great influence, Moderate influence, A little influence, No influence at all, Don't know, Refused
2021	Q60	what is the number of adults 18 and older living in the household	One, Two, Three, Four or more, Refused
2021	Q61	which of these devices do you have	A computer or tablet with internet access, A smartphone, A cell phone with text and calling only but no internet, None of the above, Refused
2021	Q63	how often did this happen almost every month some months but not every month or in only 1 or 2 months	Almost every month, Some months but not every month, Only 1 or 2 months, Don't know, Refused
2021	Q80	how many years have you lived in the united states	Less than 5, 5 to 10, 11 to 20, More than 20, Refused
2021	Q9	do you have access to a car when you need it would you say you have access	Very often, Fairly often, Sometimes, Almost never, Never at all, Don't know, Refused
2021	Q93	which best describes your experience with covid19	No symptoms, Mild symptoms, Moderate symptoms, Severe symptoms, Don't know, Refused
2021	Q95	for how long have you been having any symptoms	Less than 1 month, Between 1 month and 2 months, Between 2 months and 6 months, More than 6 months, Don't know, Refused
2021	Q96	which symptoms are those	Fatigue/Tiredness, Cough, Body aches, Headache, Loss of taste or smell, Congestion or difficulty breathing, Difficulty sleeping, Confusion or Brain Fog, Chest pain, Other symptoms not listed, Don't know, Refused
2021	Q97	how often do these symptoms interfere with your daily activities	Never, Rarely, Sometimes, Often, Very often, Don't know, Refused
2021	SOCI1	the next two questions are about sexual orientation and gender identity which of the following best represents how you think of yourself	Lesbian or Gay, Straight, that is, not gay, Bisexual, Something else, I don't know the answer, Refused
2021	TELM2	how many telehealth appointments have you had	1 or 2, 3 to 5, More than 5, Refused
2021	TELM3	done by	Telephone, Videoconference, Both, Don't know, Refused
2021	TELM4	how did your most recent telehealth visit compare to a traditional inperson medical visit	Better, Worse, Just as good, Don't know, Refused
2021	TRUSTA	how much trust do you have in each of the following to look out for the best interests of you and your family would you say a great deal a fair amount not very much or none at all the federal government	A great deal, A fair amount, Not very much, None at all, Don't know, Refused
2021	TRUSTB	how much trust do you have in each of the following to look out for the best interests of you and your family would you say a great deal a fair amount not very much or none at all state government	A great deal, A fair amount, Not very much, None at all, Don't know, Refused
2021	TRUSTC	how much trust do you have in each of the following to look out for the best interests of you and your family would you say a great deal a fair amount not very much or none at all local government	A great deal, A fair amount, Not very much, None at all, Don't know, Refused
2021	TRUSTD	how much trust do you have in each of the following to look out for the best interests of you and your family would you say a great deal a fair amount not very much or none at all local health officials and healthcare workers	A great deal, A fair amount, Not very much, None at all, Don't know, Refused
2021	TRUSTE	how much trust do you have in each of the following to look out for the best interests of you and your family would you say a great deal a fair amount not very much or none at all local police and law enforcement	A great deal, A fair amount, Not very much, None at all, Don't know, Refused
2022	Q10	how many children under the age of 18 are living in your household	Refused, Yes, No
2022	Q101	my health care provider explains things to me in a way that i can understand	Almost always, Sometimes, Rarely, Never, Don't know, Refused
2022	Q102	i trust that my health care provider is trying to do what is best for me	Almost always, Sometimes, Rarely, Never, Don't know, Refused
2022	Q103	my health care provider listens to me when i discuss my health concerns	Almost always, Sometimes, Rarely, Never, Don't know, Refused
2022	Q105	providers communicating in a way i can easily understand	Very important, Somewhat important, A little important, Not important, Don't know, Refused
2022	Q106	providers communicating with my loved onesfamily in a way they can easily understand	Very important, Somewhat important, A little important, Not important, Don't know, Refused
2022	Q107	communication between my health care providers	Very important, Somewhat important, A little important, Not important, Don't know, Refused
2022	Q108	information and guidance to help me make medical decisions	Very important, Somewhat important, A little important, Not important, Don't know, Refused
2022	Q109	providerclinic contact between appointments	Very important, Somewhat important, A little important, Not important, Don't know, Refused
2022	Q110	staff diversity at the providers office or clinic	Very important, Somewhat important, A little important, Not important, Don't know, Refused
2022	Q111	providers office or clinics relationship with the local community	Very important, Somewhat important, A little important, Not important, Don't know, Refused
2022	Q112	other peoples experiences with the providers office or clinic	Very important, Somewhat important, A little important, Not important, Don't know, Refused
2022	Q114	when seeking care at a hospital or clinic how often would you want to update information about your race ethnicity or ancestry	Never, One time only, Every 2-5 years, Once per year, 2-3 times per year, Every patient visit or encounter, Don't know, Refused
2022	Q115	when seeking care at a hospital or clinic how often would you want to update information about your preferred language	Never, One time only, Every 2-5 years, Once per year, 2-3 times per year, Every patient visit or encounter, Don't know, Refused
2022	Q117	when seeking care at a hospital or clinic how often would you want to update information about your gender	Never, One time only, Every 2-5 years, Once per year, 2-3 times per year, Every patient visit or encounter, Don't know, Refused
2022	Q118	if you were offered the choice to have your medical information automatically shared electronically with the different places where you receive medical care how likely would you be to agree to it	Very likely, Somewhat likely, Somewhat unlikely, Very unlikely, Don't know, Refused
2022	Q119	if you were offered the choice to have your raceethnicitylanguage information automatically shared electronically with the different places where you receive medical care how likely would you be to agree to it	Very likely, Somewhat likely, Somewhat unlikely, Very unlikely, Don't know, Refused
2022	Q12	do you own your home rent or something else	I own my home, I rent my home, I live with family or friends who own, I live with family or friends who rent, Vol: I live in a Retirement Community/Senior Care, Other, Refused
2022	Q120	if you were offered the choice to have your gender identity and sexual orientation information automatically shared electronically with the different places where you receive medical care how likely would you be to agree to it	Very likely, Somewhat likely, Somewhat unlikely, Very unlikely, Don't know, Refused
2022	Q122	on another topic how well would you say you are managing financially these days would you say you are	Living comfortably, Doing alright, Just getting by, Finding it difficult, Finding it very difficult, Don't know, Refused
2022	Q123	how has your financial situation changed in the past 12 months would you say	I'm better off financially than I was 12 months ago, I'm about the same financially as I was 12 months ago, I'm worse financially than I was 12 months ago, Don't know, Refused
2022	Q124	suppose you and others in your household were to sell all of your major possessions turn all of your investments and other assets into cash and pay off all of your debts would you have something left over break even or be in debt	Something left over, Break even, Be in debt, Don't know, Refused
2022	Q125	have you had a paid job in the last 30 days	Yes, No, but would like to work, No, retired, No, homemaker, No, full time student, No, disabled, No, other, Refused
2022	Q126	during this time has your job been full time or part time	Full time, Part time, Other, Refused
2022	Q127	are you working parttime by choice or would you rather have a fulltime job	By choice, Rather have a full time job, Refused
2022	Q128	how often do you leave your home to go to work	Never at all, Not very often, Somewhat often, Very often, Don't know, Refused
2022	Q129	which of these devices do you have	A computer or tablet with internet access, A smartphone, A cell phone with text and calling only but no internet, None of the above, Refused
2022	Q13	is your home owned by you or someone in your household free and clear or is it owned with a mortgage or loan	Owned free and clear, Owned with mortgage/loan, Don't know, Refused
